handle_norm,year,award_usd
p_crypt0,2022,7644.05
bnke0x0,2022,7615.42
parashar,2022,7580.35
tomio,2022,7579.45
0xjuicer,2022,7523.700000000001
8olidity,2022,7443.31
mics,2022,7374.05
chaduke,2022,7227.79
0xmint,2022,7218.46
eierina,2022,7205.800000000001
reyadmirado,2022,7204.25
auditor0517,2022,7176.16
milotruck,2022,7117.639999999999
saian,2022,7006.69
tomj,2022,6984.5199999999995
carlitox477,2022,6983.57
simon135,2022,6804.92
pmerkleplant,2022,6803.2699999999995
itsmestyj,2022,6555.08
alleycat,2022,6468.81
kebabsec,2022,6439.43
dipp,2022,6403.7300000000005
ye0lde,2022,6396.6900000000005
kenshin,2022,6370.26
m9800,2022,6344.27
jc,2022,6186.63
securerodd,2022,6160.26
yixxas,2022,6082.38
static,2022,6042.9
ak1,2022,5885.0199999999995
ch13fd357r0y3r,2022,5832.39
elku,2022,5830.0599999999995
wastewa,2022,5696.7300000000005
tomo,2022,5650.4800000000005
sashik_eth,2022,5504.68
bahurum,2022,5452.28
quantumbrief,2022,5423.9800000000005
sces60107,2022,5419.59
cozzetti,2022,5381.95
tintin,2022,5327.25
byndooa,2022,5220.09
samruna,2022,5180.17
djxploit,2022,5151.02
0xalpharush,2022,5112.049999999999
0v3rf10w,2022,5046.96
0xsky,2022,5016.77
enckrish,2022,4788.93
waze,2022,4761.66
meera,2022,4751.1
hack3r-0m,2022,4718.33
ych18,2022,4715.33
akshaysrivastav,2022,4711.67
carrotsmuggler,2022,4697.33
zkhorse,2022,4618.48
ilan,2022,4550.389999999999
gellej,2022,4508.2699999999995
asutorufos,2022,4484.2300000000005
0xdecorativepineapple,2022,4466.54
koxuan,2022,4375.39
9svr6w,2022,4333.47
0xbepresent,2022,4322.09
indijanc,2022,4271.34
sha256yan,2022,4229.59
josiah,2022,4210.57
bardamu,2022,4171.57
fitraldys,2022,4081.05
r2,2022,4079.13
jah,2022,4059.9700000000003
treasure-seeker,2022,4012.06
meta0xnull,2022,3869.1
_adam,2022,3820.98
0xc0ffee,2022,3801.75
0x0x0x,2022,3771.88
pfapostol,2022,3767.37
jmukesh,2022,3763.93
jonatascm,2022,3749.0
holmgren,2022,3596.2799999999997
2997ms,2022,3478.6
zaskoh,2022,3437.63
lukris02,2022,3331.3399999999997
stealthyz,2022,3324.01
cloudjunky,2022,3274.79
kaden,2022,3213.44
rustyrabbit,2022,3189.7099999999996
davidbrai,2022,3160.53
0xwags,2022,3137.81
ajtra,2022,3099.13
sach1r0,2022,3036.2
ellahi,2022,3036.03
aviggiano,2022,2929.7799999999997
devtooligan,2022,2928.48
migue,2022,2918.38
paludox0,2022,2916.4900000000002
kyteg,2022,2905.9300000000003
sakshamguruji,2022,2860.26
jayphbee,2022,2850.34
noamyakov,2022,2842.98
mep,2022,2786.96
cryptonue,2022,2768.32
z3s,2022,2763.61
metatron,2022,2744.64
poirots,2022,2642.59
obront,2022,2594.81
alan724,2022,2588.3
tutturu,2022,2563.57
stermi,2022,2523.1
rokinot,2022,2520.79
trustindistrust,2022,2498.7
koolex,2022,2498.53
gogo,2022,2427.87
tqts,2022,2413.63
foobar,2022,2410.1899999999996
pprieditis,2022,2393.07
chrisdior4,2022,2390.2700000000004
betweenethlines,2022,2383.63
0xkitsune,2022,2367.96
tadashi,2022,2357.64
twojoy,2022,2339.7799999999997
mayo,2022,2326.75
deliriusz,2022,2299.69
dimitardimitrov,2022,2293.94
tricko,2022,2237.96
pp1004,2022,2233.61
sm4rty,2022,2202.34
nascent,2022,2185.23
perseverancesuccess,2022,2166.28
rhynorater,2022,2147.63
johnsmith,2022,2090.28
randyyy,2022,2074.02
broccolirob,2022,2063.4
palina,2022,2050.02
tonisives,2022,2047.46
ignacio,2022,2034.73
bobirichman,2022,2011.82
neko_nyaa,2022,1969.5100000000002
sikorico,2022,1959.69
tabish,2022,1929.01
tnevler,2022,1924.23
styxrave,2022,1896.37
codingnamekiki,2022,1856.42
bousalman,2022,1850.82
sathish9098,2022,1840.9500000000003
germankuber,2022,1836.27
teryanarmen,2022,1834.25
onewayfunction,2022,1825.6200000000001
neumo,2022,1802.14
pumpkingwok,2022,1776.73
slywaters,2022,1745.39
wait,2022,1722.02
ieatbabycarrots,2022,1683.29
allarious,2022,1673.79
gs8nrv,2022,1663.0900000000001
teddav,2022,1654.1
raoulschaffranek,2022,1644.73
plotchy,2022,1609.83
k,2022,1579.64
m_rassska,2022,1557.06
solidityscan,2022,1538.08
linmiaomiao,2022,1530.37
duriansausage,2022,1514.51
kaiziron,2022,1512.35
erictee,2022,1506.74
acai,2022,1500.41
pedr02b2,2022,1495.96
ch0bu,2022,1488.92
c7e7eff,2022,1488.25
sleepy,2022,1487.1299999999999
fs0c,2022,1480.91
rajatbeladiya,2022,1444.83
exd0tpy,2022,1439.35
gz627,2022,1432.3700000000001
shark,2022,1398.63
thebensams,2022,1386.6799999999998
0xharry,2022,1342.54
cloudx,2022,1330.34
redonen,2022,1320.1499999999999
noot,2022,1317.8100000000002
0xw4rd3n,2022,1312.91
noah3o6,2022,1310.97
0kage,2022,1302.09
kintern,2022,1293.2
bobi,2022,1288.22
diana,2022,1273.26
limbooo,2022,1268.64
aussie_battlers,2022,1263.53
rohan16,2022,1256.61
0xngndev,2022,1255.87
kaliberpoziomka8552,2022,1246.17
caventa,2022,1237.48
cryptostellar5,2022,1215.9
skoorch,2022,1211.7
async,2022,1211.32
solimander,2022,1208.13
saintcode_,2022,1206.2
nicobevi,2022,1203.84
kthere,2022,1192.53
cityscape,2022,1187.07
sooya,2022,1183.1000000000001
martin,2022,1161.53
ylv,2022,1157.78
securezerox,2022,1156.6299999999999
b2,2022,1152.73
0xpanas,2022,1140.1699999999998
codeislight,2022,1127.05
cantor_dust,2022,1113.64
eighty,2022,1106.74
fschmoede,2022,1104.17
gasperpre,2022,1100.3
0xagro,2022,1068.24
cryp70,2022,1036.27
bulej93,2022,1016.34
ctf_sec,2022,1009.79
blackscale,2022,1009.01
unclegrandpa925,2022,1006.69
aits,2022,1000.54
loop,2022,987.7500000000001
benbaessler,2022,955.24
thankthedark,2022,949.97
unusualturtle,2022,932.22
seyni,2022,929.13
roievenhaim,2022,925.1300000000001
crat1st0s,2022,892.15
saneryee,2022,888.74
karanctf,2022,887.86
madwookie,2022,884.13
pants,2022,881.09
zer0dot,2022,870.96
0xhacksmithh,2022,859.59
zishansami,2022,851.4399999999999
thank_you,2022,850.77
evan,2022,847.22
bclabs,2022,847.16
orion,2022,837.4500000000002
elprofesor,2022,835.87
a12jmx,2022,829.05
aysha,2022,824.75
0xmatt,2022,799.69
peanuts,2022,789.5600000000001
ret2basic,2022,781.41
apostle0x01,2022,777.3
benk10,2022,771.1599999999999
0xpiglet,2022,766.6800000000001
tointer,2022,765.86
0xfuje,2022,763.1899999999999
amitn,2022,761.53
giovannidisiena,2022,748.87
pcarranzav,2022,739.2
foundation,2022,720.0500000000001
kartkhira,2022,718.94
afanasyevich,2022,717.29
bitbopper,2022,711.3000000000001
eccentricexit,2022,711.14
slowmoses,2022,694.1
0x,2022,693.37
mtz,2022,692.3
awesome,2022,690.88
leosathya,2022,679.8299999999999
kulk0,2022,668.9499999999999
nahnah,2022,668.8399999999999
0xbug,2022,667.4300000000001
izhuer,2022,650.6
ast3ros,2022,648.4
leos,2022,641.5
remora,2022,641.31
slvdev,2022,640.51
helios,2022,634.39
corerouter,2022,631.59
jtjabba,2022,621.61
certora,2022,620.76
242,2022,619.28
mcwildy,2022,615.81
englave,2022,609.87
yiko,2022,605.78
udarteam,2022,598.45
0xhunter,2022,593.0799999999999
sahar,2022,583.83
okkothejawa,2022,583.63
0xtraub,2022,583.62
infosec_us_team,2022,575.14
haipls,2022,571.4
bytehat,2022,563.55
sincejuly,2022,544.75
d4rk,2022,543.08
givemetestether,2022,533.3199999999999
danyams,2022,518.1800000000001
amithuddar,2022,513.16
pierrickgt,2022,512.26
madalad,2022,510.43
dic0de,2022,508.97
matin,2022,505.48
joshie,2022,504.65
0x73696d616f,2022,498.20000000000005
prasantgupta52,2022,491.76
decorativepineapple,2022,486.06
m4tz1p,2022,483.41999999999996
idkwhatimdoing,2022,483.07
0xkowloon,2022,475.99
0xrobocop,2022,473.09000000000003
zdhu,2022,470.36
breeje,2022,461.23
0x040,2022,459.03
bugwriter001,2022,457.87
pavankv,2022,456.45000000000005
natzuu,2022,452.92
0xmuxyz,2022,438.6
cr4ckm3,2022,430.28000000000003
junnon,2022,430.01
mukund,2022,426.33
supernova,2022,424.89
bharg4v,2022,418.67
nethermind,2022,418.3
obtarian,2022,406.15
lucacez,2022,405.28999999999996
hxzy,2022,404.47
t11s,2022,399.31
rahoz,2022,398.96
universalcrypto,2022,398.42
btk,2022,394.79
0xyamidancho,2022,388.69
svskaushik,2022,388.37
medikko,2022,386.32
dharma09,2022,385.34
cthulhu_cult,2022,382.03000000000003
bearonbike,2022,379.16
whilom,2022,378.21
nxrblsrpr,2022,375.49
tchkvsky,2022,373.0
secureverse,2022,372.5
peakbolt,2022,369.1
bahoz,2022,367.38
azephiar,2022,357.26
ynnad,2022,356.38
wayne,2022,352.37
m_smirnova2020,2022,351.13
hardlycodeman,2022,349.0
ahmedov,2022,348.75
0x5rings,2022,347.53
chatch,2022,345.84000000000003
fatima_naz,2022,344.04
big0xdev,2022,342.95
bronicle,2022,341.4
s3cunda,2022,334.27
rockingmiles,2022,333.18
haku,2022,329.14
halden,2022,327.2
guardian,2022,325.6
rishabh,2022,322.47
mahdikarimi,2022,320.54
unchain,2022,317.19
jag,2022,316.71000000000004
gianganhnguyen,2022,316.09000000000003
chandr,2022,312.71
sakman,2022,312.67
nyx,2022,312.13
stevenl,2022,311.53
aga7hokakological,2022,309.21000000000004
0xsolstars,2022,309.19
jansenc,2022,304.65999999999997
ck,2022,299.96
grgred,2022,295.83
iain,2022,292.59
christiankuri,2022,292.40999999999997
volky,2022,291.22
kong,2022,289.21000000000004
peiw,2022,286.13
diraco,2022,285.03
dinesh11g,2022,284.69
deekshith99,2022,284.15
byterocket,2022,279.8
hagrid,2022,277.69
bw,2022,274.14
mert_eren,2022,270.22
malinariy,2022,269.83
rjs,2022,269.08
tofunmi,2022,267.28000000000003
vadis,2022,264.89
shinchan,2022,264.39
cylzxje,2022,263.87
snowman,2022,262.92
dinddle,2022,261.99
dy,2022,259.3
davidgialdi,2022,257.36
m0ndohehe,2022,254.71000000000004
swit,2022,253.78000000000003
0xroxas,2022,253.16
nalus,2022,250.48999999999998
olivierdem,2022,246.49
0x85102,2022,244.54
mookimgo,2022,242.66
parth,2022,241.69
zuhaibmohd,2022,241.32000000000002
ethledger,2022,237.96
zmj,2022,233.12
shadowynoobdev,2022,231.19
abhinavmir,2022,230.70999999999998
decurity,2022,228.55
heartless,2022,227.69
zeesaw,2022,226.94
ballx,2022,225.55
mastercookie,2022,225.37
ramirond,2022,224.51
0xdapper,2022,223.69
jadezti,2022,220.34
0xackermann,2022,216.41000000000003
asgeir,2022,216.18
the_guild,2022,216.03
zapaz,2022,214.85
nadin,2022,214.09
beepidibop,2022,207.65
kemmio,2022,207.54
david_,2022,207.2
mrpathfindr,2022,206.7
nameruse,2022,205.70999999999998
jayfromthe13th,2022,205.1
jderyl,2022,204.76
mektigboy,2022,204.69
janio,2022,201.96
0xsolus,2022,198.78
yamapyblack,2022,198.43
badbird,2022,198.21
faith,2022,197.76999999999998
nedodn,2022,196.58
green,2022,195.93
0xsam,2022,193.60999999999999
i_got_hacked,2022,191.62
samgmk,2022,191.60000000000002
elad,2022,188.57999999999998
exolorkistis,2022,185.68
ali_shehab,2022,185.47
subtle77,2022,184.37
technicallyty,2022,183.57
apocalypto,2022,182.42
mathieu,2022,178.76
bipinsah,2022,178.37
dimitri,2022,177.72
bpz,2022,173.84
forketh,2022,171.27
calabashsquash,2022,171.04
sryysryy,2022,170.76999999999998
0xfar5eer,2022,170.47
keccak123,2022,168.96
koko,2022,168.32
cogitoergosumsw,2022,168.24
bbrho,2022,163.93
m4rio_eth,2022,159.31
sam_cunningham,2022,156.27
shishigami,2022,156.1
samatak,2022,155.94
dimson,2022,155.0
teawaterwire,2022,154.81
aez121,2022,154.38
emrekocak,2022,153.42000000000002
zarf,2022,152.77
gerdusx,2022,152.43
0xdave,2022,149.67000000000002
devabdee,2022,149.26999999999998
masterchief,2022,148.1
ne0n,2022,148.0
twelvesec,2022,146.82
chunter,2022,146.56
cyberinn,2022,145.94
trumpero,2022,145.81
ocean_sky,2022,142.87
haruxe,2022,142.45999999999998
chinmay,2022,142.44
0xdanial,2022,142.37
0xnoah,2022,142.29
macree,2022,140.14
nikolay,2022,139.18
got_targ,2022,137.71
yac,2022,136.19
nyamcil,2022,134.67000000000002
romand,2022,133.68
blockdev,2022,132.34
cryptodave,2022,131.6
satyam_sharma,2022,130.99
ignaciob,2022,129.62
skyle,2022,125.4
w0lfrum,2022,124.75
bytera,2022,124.69
ermaniwe,2022,124.22
yjrwkk,2022,122.96000000000001
avci,2022,122.61
saharap,2022,121.53999999999999
twpony,2022,119.3
bitsurfer,2022,119.14
xdms,2022,119.0
jagadesh,2022,118.86
lcfr_eth,2022,118.73
tagir2003,2022,116.07
juicy,2022,115.81
atarpara,2022,115.25999999999999
yongskiws,2022,115.22
pzeus,2022,115.15
polymorphism,2022,114.82
serial-coder,2022,114.82
ospwner,2022,114.78999999999999
pranavg,2022,114.18
miguelmtzinf,2022,110.78
bludya,2022,110.74000000000001
nogo,2022,108.49000000000001
trabajo_de_mates,2022,108.16
francohacker,2022,107.44
newfork01,2022,106.08
vv7,2022,104.57
bronzedisc,2022,103.92
ksk2345,2022,103.92
jmaxmanblue,2022,103.74000000000001
dxdv,2022,103.04
jlevick,2022,101.92
0xlovesleep,2022,101.67
debo,2022,100.62
sabtikw,2022,98.24
sk8erboy,2022,97.94999999999999
0xdeadbeef,2022,97.12
catwhiskeys,2022,96.33
0xpanda,2022,96.27000000000001
aeros,2022,94.92
pheonix,2022,92.6
kiep,2022,91.94
0xdanielc,2022,91.43
augustg,2022,89.18
luduvigo,2022,89.04
kiki_dev,2022,89.0
yash90,2022,88.13
jrnet,2022,86.15
0xasm0d3us,2022,85.55
tin537,2022,84.96
millersplanet,2022,83.62
marcopaladin,2022,83.25
anth3m,2022,82.34
camdengrieh,2022,82.32
latt1ce,2022,82.32
scocco,2022,81.64
fudgydrs,2022,81.47999999999999
koustre,2022,80.69
udsen,2022,80.15
saeedalipoor01988,2022,80.13
hl_,2022,77.35
hanxin,2022,77.22
optimismsec,2022,76.68
johnnytime,2022,75.22000000000001
izhelyazkov,2022,74.82000000000001
bruhhh,2022,74.55
kwhuo68,2022,73.21
margaret,2022,73.17
vexjon,2022,71.09
xpriment626,2022,69.53
deathstore,2022,68.66
manboy,2022,67.13
merlin,2022,66.69
floppydisk,2022,66.07
0xnot0rious,2022,65.64
sleepingbugs,2022,64.99
0x510c,2022,64.88
extropy,2022,62.41
keen_sheen,2022,61.94
viksaa39,2022,61.94
jumpdest7d,2022,61.35
yurahod,2022,61.35
captainkay,2022,60.77
lead_belly,2022,60.77
fabble,2022,59.96
zgo,2022,58.28
cdahlheimer,2022,57.64
mhkk33,2022,57.63
maxime,2022,56.49
codetilda,2022,56.34
0xlad,2022,56.16
ashiq0x01,2022,56.13
seanamani,2022,56.04
0xzaharina,2022,55.67
agusduha,2022,55.31
b353n,2022,55.2
kresh,2022,55.2
suldaanbeegsi,2022,55.2
hrishibhat,2022,55.16
radoslav11,2022,55.13
jwood,2022,53.27
innertia,2022,53.2
cheeezzyyyy,2022,53.099999999999994
bjorn_bug,2022,52.099999999999994
uvvirus,2022,52.04
bae11,2022,52.02
easy_peasy,2022,51.019999999999996
watchdogs,2022,50.419999999999995
ragepit,2022,50.21
0xgusmccrae,2022,50.16
ahayashi,2022,50.16
h0wl,2022,50.16
controlcpluscontrolv,2022,49.95
ey88,2022,49.61
eyexploit,2022,49.27
0xrajkumar,2022,49.23
me_na0mi,2022,49.23
nine9,2022,47.79
doddle0x,2022,47.13
sneakyninja0129,2022,47.13
marximimus,2022,46.8
beardofginger,2022,46.28
beelzebufo,2022,46.01
petersspetrov,2022,45.71
kuldeep,2022,45.17
paribus,2022,45.06
sahardevep,2022,43.54
hakerbaya,2022,41.77
iamwhitelights,2022,41.2
rbitbytes,2022,40.94
triangle,2022,40.84
throne6g,2022,40.62
0xxm,2022,40.26
mauricio1802,2022,40.26
schlagatron,2022,39.65
ontofractal,2022,39.22
0x09gto,2022,38.23
lumoswiz,2022,38.14
jocxyen,2022,37.47
0xab00,2022,37.05
cducrest,2022,36.73
evmwanderer,2022,36.73
kv,2022,36.62
bin,2022,36.34
hashlock,2022,36.34
spacecake,2022,35.55
0bi,2022,35.44
0xrajeev,2022,35.44
android69,2022,35.44
cryptomartian,2022,35.17
luckypanda,2022,35.17
blackswordsman,2022,34.31
postman56,2022,33.8
mohandes,2022,33.58
heuss,2022,32.65
dionysus,2022,32.6
kris,2022,32.58
owenthurm,2022,31.22
gpersoon,2022,30.27
windhustler,2022,29.76
ben,2022,29.47
yellowbirdy,2022,29.419999999999998
naps62,2022,28.28
varun_verma,2022,28.28
bbuddha,2022,28.01
yasir,2022,28.01
ikbkln,2022,27.95
tibthecat,2022,27.95
iepathos,2022,26.35
ryshaw,2022,26.35
ctrlc03,2022,25.95
williamambrozic,2022,25.27
rhao-sec,2022,25.05
grrwahrr,2022,23.06
bullseye,2022,22.47
0xarshia,2022,21.8
kmanofficial,2022,21.71
find_a_bug,2022,21.17
flyx,2022,21.17
ltyu,2022,21.17
0x007,2022,19.64
maks,2022,19.22
titi,2022,19.22
ozy42,2022,19.01
ubermensch,2022,18.92
codecustard,2022,18.31
skinz,2022,18.31
ujamal_,2022,18.31
polandia94,2022,16.66
sermyvillage,2022,16.66
shr1ftyy,2022,16.66
tay054,2022,16.66
0xprof,2022,15.45
noobie,2022,15.45
seven,2022,15.07
arbor-finance,2022,14.91
qeew,2022,14.91
isamjay,2022,14.84
pwnforce,2022,13.76
abiih,2022,13.69
dijkstradev,2022,13.69
albincsergo,2022,12.81
drdr,2022,12.81
magu,2022,12.49
everyanykey,2022,12.2
sadbase,2022,11.52
ddddd,2022,11.31
web3er,2022,11.23
banky,2022,11.19
peachtea,2022,11.03
lirios,2022,9.93
wallstreetvilkas,2022,9.93
jpserrat,2022,9.09
sta1400,2022,9.09
tgolding55,2022,9.09
yaemsobak,2022,9.09
crispymangoes,2022,8.17
ckksec,2022,7.97
solgryn,2022,5.7700000000000005
satoshipotato,2022,5.6
bananasboys,2022,5.34
bradmoon,2022,4.96
lotux,2022,4.04
kree-dotcom,2022,2.18
phaze,2022,1.3
bctester,2022,0.97
0x446576,2022,0.84
jgcarv,2022,0.74
tourist,2022,0.61
cuteboiz,2022,0.38
wawrdog,2022,0.38
i0001,2022,0.15
0xzh,2022,0.0
alexxander,2022,0.0
kumpirmafyas,2022,0.0
louhk,2022,0.0
lyncurion,2022,0.0
navinavu,2022,0.0
cmichel,2021,913819.46
watchpug,2021,374125.2
gpersoon,2021,295398.0
0xrajeev,2021,290696.7
pauliax,2021,248207.82
shw,2021,185029.73
leastwood,2021,163241.67
broccoli,2021,98416.4
kenzo,2021,76894.34
jonah1005,2021,76102.47
hickuphh3,2021,71852.02
nascent,2021,59925.99
hyh,2021,52019.33
gzeon,2021,51395.57
jmukesh,2021,41950.9
0xsanson,2021,40255.93
harleythedog,2021,37744.56
jayjonah8,2021,35066.18
tomfrenchblockchain,2021,33811.24
0xsomeone,2021,33567.4
defsec,2021,31759.66
a_delamo,2021,31467.92
0x0x0x,2021,31248.72
pants,2021,29341.48
greyart,2021,27941.93
itsmestyj,2021,26575.88
hack3r-0m,2021,24557.76
hrkrshnn,2021,21688.35
s1m0,2021,21177.24
meta0xnull,2021,20141.68
csanuragjain,2021,18744.57
robee,2021,17788.37
pmerkleplant,2021,16981.25
jvaqa,2021,15691.949999999999
jmak,2021,15658.74
janbro,2021,15334.56
ye0lde,2021,15245.25
certora,2021,14628.1
0x1f8b,2021,14146.52
tabish,2021,13794.51
loop,2021,13411.99
ruhum,2021,12540.81
xyryuyx,2021,12089.86
czar102,2021,11396.58
cccz,2021,10831.18
givemetestether,2021,10781.91
gallodasballo,2021,10022.38
danb,2021,9446.14
bitbopper,2021,8633.189999999999
omik,2021,8350.130000000001
walker,2021,7742.33
jujic,2021,7364.37
elprofesor,2021,7282.61
pedroais,2021,6458.06
toastedsteaksandwich,2021,6174.7
sherlock,2021,6086.9
reigada,2021,6059.68
hubble,2021,5450.27
cyberboy,2021,5427.18
unclegrandpa925,2021,4781.66
chenyu,2021,4545.46
moose-code,2021,4435.42
scopelift,2021,4094.84
dalgarim,2021,3851.68
goatbug,2021,3819.27
nikitastupin,2021,3610.4700000000003
greiart,2021,3535.7200000000003
maplesyrup,2021,3528.79
palina,2021,3488.7799999999997
sirhashalot,2021,3486.69
maurelian,2021,3262.66
heiho1,2021,3124.05
kemmio,2021,3033.99
0xngndev,2021,2645.93
broccolirob,2021,2391.79
fatima_naz,2021,2200.95
geekylumberjack,2021,2101.2000000000003
rfa,2021,1975.24
ych18,2021,1931.6
timmytoes,2021,1906.6
nedodn,2021,1902.35
ncitron,2021,1731.28
nathaniel,2021,1711.3400000000001
0xito,2021,1694.6599999999999
onewayfunction,2021,1645.69
p4st13r4,2021,1639.3
daejunpark,2021,1486.33
0v3rf10w,2021,1397.21
0ximpostor,2021,1363.3899999999999
wuwe1,2021,1335.77
natus,2021,1280.0
dravee,2021,1133.67
stonesandtrees,2021,1125.76
hagrid,2021,1121.45
patitonar,2021,1105.04
ksk2345,2021,1087.45
eriksal1217,2021,1001.15
elliotfriedman,2021,940.76
jah,2021,939.1999999999999
fr0zn,2021,925.81
shenwilly,2021,883.27
pierrickgt,2021,771.99
joeysantoro,2021,672.34
koustre,2021,654.36
evertkors,2021,646.39
0x421f,2021,642.62
pprieditis,2021,631.4499999999999
cuong_qnom,2021,622.9399999999999
mics,2021,568.22
bousalman,2021,476.53000000000003
0xwags,2021,467.26
egjlmn1,2021,460.45
bw,2021,421.59
axic,2021,394.92999999999995
johnnycash,2021,343.4
aga7hokakological,2021,333.98
t11s,2021,325.48
mtz,2021,323.93
shri4net,2021,295.08
0xabcc,2021,280.7
tqts,2021,226.32
zer0dot,2021,200.35000000000002
0xalpharush,2021,182.6
johnsterlacci,2021,182.6
hardlydifficult,2021,175.4
sabtikw,2021,163.10000000000002
lucius,2021,152.83
critical,2021,141.51
7811,2021,124.95
k,2021,124.95
solidityscan,2021,110.4
saian,2021,102.86000000000001
0xean,2021,68.65
chasemartin01,2021,62.07
amitn,2021,57.41
rishabh,2021,44.980000000000004
xxxxx,2021,29.93
cryptojedi88,2021,27.68
jierlich,2021,26.82
thank_you,2021,20.04
macree,2021,18.83
neslinesli93,2021,18.43
pranavg,2021,6.57
0xmesaj,2021,0.0
ad3sh_,2021,0.0
